orderId,customerId,item,quantity
925773379,342729977,Value6,8
1497642,770880974,Value3,1
707154142,778171255,Value4,7
343242511,586037910,Value4,2
263113568,407091670,Value3,7
501833448,479784265,Value5,7
940295641,10538657,Value1,19
999661006,191897295,Value2,17
663505564,851835027,Value4,13
464806345,217179954,Value5,16
675740312,712209123,Value6,1
847598502,308194410,Value2,7
393433791,55494911,Value2,4
283718079,419444583,Value6,6
462964089,647804547,Value4,5
626145367,91389508,Value3,2
556053866,850405948,Value4,15
940389212,143672888,Value6,1
517195506,824713214,Value2,1
741486733,446127181,Value6,3
21908780,262892728,Value5,5
922900862,677281437,Value4,13
522571837,532244979,Value6,9
434721523,219957751,Value4,2
454862050,562673662,Value6,15
571580985,75983304,Value2,14
286877032,280023216,Value4,7
276516664,585702360,Value2,2
615190529,705358306,Value3,4
830660563,569624259,Value4,5
79268287,943527900,Value3,1
873329154,811237087,Value2,4
80055883,271425701,Value4,5
114905930,948049473,Value6,15
82739521,752369863,Value1,16
232627812,653671350,Value6,10
969662196,14931594,Value1,9
544926353,196375744,Value2,15
344874888,849600642,Value4,7
514145916,677661256,Value6,20
871921647,571971203,Value4,5
275743953,311679021,Value4,18
886243813,169495755,Value2,4
797063789,107801618,Value4,18
459129318,131566316,Value1,19
895828366,641620446,Value2,15
147431678,344207973,Value6,1
994369099,183613158,Value1,14
667670853,576608128,Value2,13
475343005,821288123,Value6,14
350226151,605749338,Value4,8
486088605,830806887,Value2,15
327856069,182999294,Value1,15
392421237,739817314,Value3,17
337090104,881229481,Value3,11
40243154,836433263,Value1,17
465215691,587467130,Value5,4
450396807,811559013,Value5,12
722653041,980822314,Value2,2
950922351,220722562,Value4,12
372178745,257636289,Value3,18
726813467,299151686,Value2,4
777468813,908266531,Value6,9
334497173,532499391,Value2,12
278807344,935856933,Value1,16
739397448,779195909,Value5,19
747780751,118535046,Value4,20
18065263,355147525,Value1,15
264124523,33022887,Value5,20
976922654,147844852,Value3,6
768033846,538531377,Value1,3
179870195,624388682,Value2,20
421283940,103126489,Value4,2
161980800,683159412,Value1,12
490187252,846521898,Value2,15
387236562,277279880,Value4,11
37141322,75939859,Value1,7
696224637,962952087,Value5,20
946869658,756916882,Value1,20
473509746,876519,Value5,6
591634061,882666704,Value6,6
208665846,334968472,Value6,1
225637184,226369601,Value2,16
472185786,944622225,Value3,9
241975414,224252,Value4,16
824923211,844007218,Value1,2
423118922,245904049,Value5,16
47501126,598959411,Value2,7
499159552,366760650,Value6,10
563383064,92809834,Value1,16
440451706,284460645,Value5,4
432396882,852561164,Value2,8
940556983,708634678,Value5,19
650331506,99495959,Value6,4
357028141,59773330,Value6,4
976976791,583590640,Value2,1
455015153,252552469,Value3,20
230552282,719765383,Value1,20
382340272,337987027,Value1,10
230203572,783179796,Value5,9
331402990,481991450,Value5,3
895937821,342582180,Value2,3
829119623,874937532,Value3,1
172671502,591579647,Value6,3
127704227,730036638,Value6,3
498706151,315150008,Value5,18
533089857,990772912,Value3,2
960856119,142140182,Value3,4
765586105,865789803,Value1,2
612169247,823275025,Value2,11
35460720,682015761,Value4,4
659175630,835968318,Value2,11
4033224,675302990,Value1,13
100364161,462940945,Value5,1
128138310,983946255,Value6,12
575304298,296611714,Value2,19
168210176,563259453,Value1,18
993456759,718522381,Value2,20
21900723,668068956,Value6,8
534478919,305835362,Value5,10
490801896,250233150,Value3,5
743539818,492310149,Value3,15
310699188,39746536,Value1,12
29740170,637836054,Value6,20
135827737,358868330,Value4,4
150672713,664351814,Value6,15
142310256,182695528,Value6,3
938722014,996950660,Value5,3
905145942,72433064,Value4,19
471166442,462021962,Value1,14
187457749,695665358,Value1,11
838128483,308565105,Value4,2
679138125,223215611,Value4,3
369449521,676774809,Value6,18
90963891,462528668,Value2,3
891762351,418716676,Value1,13
194134171,140549656,Value3,5
58474623,510807875,Value3,6
744149517,119259782,Value2,19
964023936,430724932,Value4,1
975138571,690304929,Value1,1
108851004,688483740,Value4,4
592988600,933759444,Value6,20
923266076,449223365,Value4,9
653548987,738587548,Value4,12
263580933,404590340,Value4,2
277027566,418854461,Value5,20
434414338,748776051,Value4,12
758927165,319651428,Value5,14
436711215,178649162,Value2,8
664690974,102334155,Value5,5
178432319,826907088,Value1,2
501535152,226727999,Value3,2
104246221,910058815,Value1,2
56323495,605679690,Value5,6
420953092,431819382,Value5,4
945559225,479445273,Value5,5
893505530,140366781,Value2,1
962184511,989202454,Value2,18
413091649,364847493,Value1,5
505212654,115761402,Value2,5
257266994,736967969,Value2,13
288883663,526609253,Value2,7
780047155,854215942,Value1,4
412789794,574429192,Value3,9
860212318,905605997,Value4,12
933901995,965634421,Value1,5
413428661,272838120,Value6,5
1657237,573024440,Value6,11
316202574,384068650,Value5,2
425244565,457172740,Value2,9
840738748,785104624,Value2,16
795673390,719719402,Value2,16
142738371,616094580,Value5,20
291473617,719954027,Value4,8
103792894,544409348,Value4,9
439018975,943741158,Value3,7
619386242,522590582,Value1,16
924513938,896799026,Value1,6
265893540,696854961,Value5,1
376021921,951616040,Value2,1
888117165,284303501,Value6,17
854055385,917562454,Value5,18
703008989,85991254,Value3,14
240035196,261650888,Value3,7
993418152,314983121,Value2,1
702502003,467119037,Value4,1
7619356,786258882,Value5,9
331976366,784178845,Value5,13
166576240,314436563,Value6,1
567925473,376217764,Value6,8
806383879,592701665,Value6,16
101280729,705502667,Value5,7
682093838,295127582,Value5,12
202561226,925471451,Value1,15
767979,893979715,Value5,12
705953884,584802408,Value3,20
836021545,145468098,Value6,13
853688480,387870751,Value2,10
617170815,895225083,Value6,5
572691155,451525674,Value6,13
524814302,401971441,Value5,9
630355004,556569999,Value5,15
452058722,578558593,Value6,17
762106562,549716276,Value2,8
486401583,752802097,Value1,3
921937000,728866344,Value6,1
86439733,630076370,Value5,9
729455593,123974135,Value4,17
404013396,380226592,Value1,1
804325064,370112682,Value2,1
422270002,823115214,Value2,17
45010915,92177647,Value4,20
357261830,684176684,Value4,5
167501134,144171004,Value4,2
277722837,742118405,Value5,19
791680563,998095818,Value2,9
988668866,527342710,Value1,18
634456095,28227407,Value4,7
904777530,387007231,Value5,5
844604518,32074868,Value4,20
55315705,566019049,Value4,13
290812465,779738873,Value5,2
950898588,347865326,Value6,5
32563253,903147790,Value2,5
455637026,700108435,Value4,7
126968519,842629081,Value3,8
922323012,900901493,Value4,4
55317763,111068895,Value5,11
512075824,917078689,Value2,13
621082857,864347964,Value1,19
676467944,967556533,Value5,19
178839304,771496634,Value6,5
639486126,490154412,Value3,19
213649240,391427253,Value4,18
267059748,266420032,Value5,4
133009331,727089723,Value3,4
834507135,184246075,Value5,20
771347978,774991437,Value5,11
77496465,929544124,Value2,16
114968621,879087488,Value5,15
788730298,753563639,Value3,13
998166294,654699038,Value1,11
639613679,363491314,Value5,16
41601501,481429843,Value6,9
656477657,962560294,Value2,20
925099739,414385539,Value3,4
119631196,780341111,Value1,8
767428782,481481148,Value2,13
943554499,338336512,Value2,19
195669513,603257559,Value4,20
712169238,39636527,Value5,6
259855441,678269517,Value4,7
960875903,708405427,Value5,19
454386996,710180504,Value5,4
981241805,532125974,Value5,1
763025855,55874359,Value1,7
497190398,661227253,Value3,19
398570063,314491301,Value3,2
702217882,543887688,Value2,12
257596231,485630612,Value4,16
656710376,517755563,Value4,10
977957033,936280916,Value2,15
350090560,166170277,Value2,9
408290691,476598233,Value3,9
744010919,682215154,Value2,20
181390999,918131975,Value1,6
680450425,797423854,Value3,7
840888892,185366470,Value4,6
901312706,475045749,Value3,12
667407344,554560726,Value2,1
875369722,398027364,Value1,20
621997542,783920092,Value3,2
587821215,958395675,Value1,13
220976355,612859423,Value3,15
370453851,918672359,Value5,6
585764774,560334344,Value5,13
861407646,938767122,Value4,2
990485513,802257533,Value6,10
402638828,65705381,Value1,10
136948169,754496972,Value1,8
331515233,2853345,Value5,11
244058910,909291599,Value6,7
237061237,196240857,Value5,16
119908497,484805144,Value2,20
595824923,208243621,Value2,8
252547387,123273326,Value4,7
144289228,217699349,Value1,6
199439499,563029264,Value3,10
570751882,447408103,Value4,3
634170390,43341440,Value2,8
669176417,189412118,Value2,17
841928399,631279107,Value2,7
97458127,290865229,Value5,5
822899770,2962600,Value4,3
806654983,342540698,Value5,4
308214894,246366033,Value6,17
333940996,146294744,Value3,13
478789652,744577394,Value3,1
305862037,918467944,Value3,18
57214588,930341044,Value3,7
801036646,305885558,Value5,20
791192700,176872176,Value3,14
321707073,991168974,Value2,3
276855827,765572538,Value6,15
314991087,698357471,Value3,11
639649530,122851548,Value6,19
856095758,623604605,Value6,1
354027938,6311257,Value5,13
558294626,205002435,Value2,13
72530082,487208923,Value6,5
546924239,312251373,Value2,6
733744840,776045433,Value4,16
999262688,460283885,Value1,19
368681127,596165554,Value6,12
356452597,640314486,Value2,13
662035804,352746388,Value1,1
370401318,989869805,Value1,6
570051059,517074719,Value1,19
699570999,581450439,Value6,3
388181188,699237230,Value5,2
402158413,632062969,Value2,4
259288232,671658368,Value4,10
583456044,231128768,Value2,17
41022275,416505740,Value1,17
321109814,617627802,Value1,18
165794980,455554540,Value2,18
409138171,751449715,Value5,1
378832918,359154734,Value3,8
713268550,282852121,Value2,13
33192018,452044439,Value4,11
24845427,95157729,Value5,19
818913294,533315633,Value1,2
372385655,279324596,Value3,11
651787160,348201401,Value5,15
870836113,70235303,Value2,12
915830230,527923136,Value5,18
769468914,877797177,Value5,1
413576352,791038170,Value1,8
778750008,75674681,Value3,3
45668753,436727925,Value3,2
135269662,476734042,Value6,2
491692341,584856383,Value4,18
353298274,356623791,Value5,5
112090758,844177954,Value5,9
768831869,266424721,Value6,12
285662684,776147281,Value5,7
694717220,64775153,Value6,12
960858782,709004897,Value6,8
840702353,547461953,Value5,3
603283248,582775371,Value6,5
233255924,256493241,Value2,4
793406096,457711394,Value4,17
243554347,915346419,Value6,10
837478793,452274467,Value4,17
860760693,712327854,Value1,1
809618660,162688299,Value1,4
147155602,697954198,Value5,11
490167518,107262438,Value6,18
647736532,107501504,Value1,11
958084536,730608096,Value4,2
541325469,280894894,Value2,13
404493054,704545916,Value3,17
66667462,24641409,Value1,17
41509460,428526954,Value5,15
77283159,250432490,Value1,12
140045477,139264507,Value1,1
869740873,268406708,Value2,7
797045012,487504947,Value1,18
305172395,848667921,Value2,5
903488113,427363240,Value3,3
489987976,77866760,Value3,18
152534033,51763676,Value4,15
872834822,212482031,Value4,16
781059011,817157293,Value3,6
12467908,809219090,Value5,7
395865548,376646241,Value4,18
497318202,183487383,Value6,2
970896006,510689829,Value4,2
494344970,691576947,Value2,12
345469609,230964816,Value6,7
90908177,214018898,Value2,14
269387899,444643275,Value2,10
505365783,578790411,Value2,20
242769009,122843656,Value5,18
311418600,667606496,Value2,12
596722376,457840048,Value3,2
591523377,599905856,Value4,4
980417129,961821933,Value4,10
682378062,967156833,Value4,15
415092754,693021483,Value4,7
642268932,346080590,Value3,15
915146929,822347467,Value3,1
251033475,716474452,Value6,11
25325049,799495332,Value2,7
280899120,947959420,Value1,20
181021858,79523558,Value5,6
254036409,519907930,Value2,19
791106740,542871236,Value2,20
440952306,999463108,Value3,8
570748492,129741542,Value5,5
580632611,952133046,Value1,12
875980768,968698346,Value1,7
598039733,213986580,Value1,20
734020317,263445925,Value2,20
559405979,455372309,Value4,4
425223964,854888579,Value1,11
3027061,508598392,Value3,10
184057395,833162878,Value1,4
917017521,486907941,Value5,13
288672788,207147444,Value6,16
924062349,673797271,Value6,20
54083149,350469634,Value3,13
308800312,194483169,Value4,13
914928610,13243436,Value4,14
597619056,84341594,Value1,7
885207688,257501722,Value1,3
513781580,877750111,Value1,2
696836601,637411887,Value3,20
491131292,17303447,Value4,18
781709368,578212885,Value4,1
174500457,885549652,Value4,3
58049254,910056648,Value2,20
308588642,162070968,Value3,5
692410999,746595467,Value2,6
733683407,571845987,Value4,1
582847688,110713376,Value5,13
234838842,961832905,Value4,11
206854615,901955929,Value1,2
690606911,155957234,Value1,15
385820022,419813206,Value2,9
358402937,366083202,Value4,10
354429401,882836146,Value6,5
145949109,616078722,Value2,14
591624591,694119054,Value6,15
350557397,557457849,Value6,3
568314494,477546738,Value1,18
109168237,508525576,Value3,19
409506799,692111623,Value4,3
600440929,600977012,Value4,8
969884611,690865165,Value2,13
602725975,427876681,Value5,17
330216943,29424898,Value3,17
816489653,452301675,Value6,11
948899833,312865665,Value3,9
823876701,364292683,Value5,8
793978703,807655206,Value4,4
218567720,544165044,Value4,12
531335355,918070531,Value1,20
648470803,739120507,Value5,6
140042320,858133446,Value5,4
64340281,498292563,Value6,1
346039532,902882000,Value4,13
936376261,657705391,Value4,7
578906549,630287652,Value2,19
702265164,792832629,Value2,20
570335303,949563161,Value3,4
781692835,709405473,Value6,9
719532465,117906833,Value5,17
287930382,229368086,Value1,9
794990037,141165121,Value4,6
180447475,359255787,Value5,16
515819882,239773968,Value5,16
356530578,923693513,Value1,20
82689457,93850563,Value1,16
850334395,300474975,Value6,2
433845969,136730097,Value2,12
401791289,636965595,Value2,5
442956680,41167348,Value2,10
735261593,612853086,Value4,8
472424948,830698636,Value1,1
177672407,825529512,Value1,17
590957069,52946656,Value2,3
910234134,354050199,Value3,17
924559288,598604033,Value5,7
648437123,538082064,Value6,10
606993842,576937458,Value2,4
392971500,642640349,Value5,19
132552542,216672855,Value1,9
425339581,69914314,Value3,1
457180654,164218579,Value3,1
948727914,287770086,Value2,6
913756010,604330359,Value1,16
497436694,51695631,Value1,6
119515513,339369892,Value5,18
513789871,361738883,Value2,5
398961131,585234086,Value2,3
821467054,379400615,Value2,17
50018831,398047002,Value2,3
76067883,220019184,Value2,16
282482,651756927,Value5,18
73937835,751466358,Value1,7
784391874,182132370,Value2,16
972648241,682278540,Value3,12
751851246,619006547,Value4,3
990318892,841109923,Value3,8
565297587,519598609,Value4,18
908665815,175116967,Value3,10
909109906,270695628,Value2,4
187017096,831998459,Value4,13
284582889,712837183,Value2,4
503290668,221754144,Value2,13
447658092,974789394,Value1,10
27873442,346202901,Value4,18
327158370,239372,Value1,10
754639705,940378481,Value6,4
85195690,224961014,Value5,19
387166126,859081552,Value5,12
402090865,320910124,Value6,9
209528699,362510549,Value1,8
980836242,625096825,Value1,15
351112477,905031613,Value2,15
393499098,243042555,Value2,14
338181096,722783329,Value2,2
217047876,469318527,Value3,1
304786484,234548923,Value4,1
229840807,995418214,Value4,14
425382116,451087529,Value2,19
233576088,126599722,Value3,5
45815819,85787832,Value3,1
190099228,378561410,Value6,14
543015336,589877449,Value6,11
786364667,723738716,Value3,11
539168106,668289361,Value3,20
44654264,189378649,Value2,7
153829267,52762911,Value4,15
432217426,724936550,Value6,4
679318135,879301630,Value6,6
777809574,535170967,Value4,9
319486324,185489834,Value3,11
563433463,583216578,Value4,5
11259112,756434263,Value3,4
934156906,901033654,Value4,13
699789055,915628488,Value4,5
411494047,413479521,Value1,12
602683018,373059731,Value3,9
877958830,169608595,Value1,11
380040328,503966669,Value1,1
563098357,165429082,Value2,16
621694538,888852085,Value3,2
563360005,388395968,Value3,2
333892625,456422305,Value1,10
86210816,474049734,Value2,9
507844794,564177141,Value3,14
866335385,167544266,Value1,4
247290196,332464773,Value4,3
960739661,173098101,Value3,8
291025502,101123065,Value2,3
773340476,693608889,Value3,6
902286458,189845854,Value2,18
46164448,862693840,Value2,13
798409048,68646520,Value5,2
431251177,71351338,Value1,7
913115592,464398581,Value1,11
81833895,797073334,Value3,20
474788260,342628986,Value4,3
499947004,394645059,Value1,20
414008859,605605796,Value2,18
116580329,28678491,Value4,9
944299004,751713271,Value6,17
121799077,164100336,Value4,17
622080661,289008757,Value5,14
47337349,463117090,Value4,10
365212558,12116610,Value6,3
264036165,719103776,Value3,17
969228619,700009772,Value6,3
337663148,496349557,Value6,19
292817568,125793165,Value6,8
120820165,749124267,Value2,8
277594343,134161003,Value2,10
519084818,280759885,Value6,11
245569340,356270548,Value1,1
994362621,213189880,Value3,14
587694719,856685661,Value3,6
909544425,373931263,Value4,10
70156278,798876456,Value4,7
814157255,383618061,Value2,2
693880693,448715750,Value4,20
761229653,409880181,Value3,2
220672425,299013768,Value3,10
495052540,922010843,Value5,7
987985332,840321833,Value4,10
468213261,590983064,Value2,17
401585994,658195632,Value2,19
592860872,823931704,Value2,19
398159282,690090809,Value4,9
441294557,131467400,Value5,19
686444394,518326910,Value2,8
197137774,986110,Value6,18
322970402,633102623,Value5,20
554127116,113970432,Value3,4
767022269,302967703,Value4,16
102920875,622820050,Value6,9
695755420,616231898,Value4,7
797079795,847738529,Value2,18
27591164,385446911,Value5,4
124466869,427300225,Value3,2
588426640,189410207,Value4,4
578197195,140738462,Value1,12
143358410,207464240,Value3,10
330414328,605059678,Value5,12
831726166,915604039,Value3,2
718019384,50310680,Value4,8
860706986,744958474,Value1,6
603013965,903481463,Value5,16
492796591,714135191,Value3,10
35410813,800253725,Value2,3
373102372,358434632,Value6,20
200858237,757648331,Value2,16
857043144,3894435,Value4,20
188256744,745721874,Value4,5
476265767,401441654,Value2,8
262470995,852399176,Value3,3
588344617,179133119,Value4,5
48078988,176374627,Value3,18
237742683,35525524,Value5,5
578099578,654208533,Value6,2
997223833,777996716,Value1,10
756154943,547863835,Value6,3
98900743,618184957,Value5,2
70275599,15855889,Value5,1
535062624,385166012,Value4,6
497737022,413336596,Value3,4
134247899,160906256,Value2,8
868944846,417209571,Value2,17
911415977,923230511,Value6,13
115694505,330793037,Value4,4
303032889,368732364,Value6,2
666037742,212784070,Value3,4
133579691,510256219,Value6,11
814164056,42281880,Value5,18
126917735,596302395,Value1,2
504274046,153039475,Value2,2
598103876,646602964,Value5,10
75771624,830622569,Value2,12
642759116,110747296,Value3,17
331462930,816355966,Value6,8
165134025,151789368,Value1,20
31575027,431812379,Value1,8
886790163,157025763,Value1,1
734512963,375211064,Value1,15
645220808,648890130,Value4,15
13135138,209993220,Value3,2
449625076,297563309,Value3,1
122623622,69726035,Value2,18
968162133,599990431,Value2,3
580367512,738164066,Value6,18
373392988,533283666,Value4,10
207040263,485277485,Value2,17
569795984,79208048,Value5,11
608455054,894588815,Value3,1
462382637,379527508,Value5,5
974791678,522499143,Value5,7
404956670,553816507,Value4,3
669009842,944294215,Value6,3
261153177,259522214,Value5,13
473477552,909071551,Value4,9
854937104,964500396,Value6,15
943901674,199036666,Value1,20
105006040,629650439,Value2,6
391412485,881983919,Value5,7
181014917,713271448,Value6,5
837266,936272356,Value4,5
991248036,257383829,Value6,7
944339852,773883779,Value4,6
417328425,83881341,Value6,4
305298209,929462649,Value5,6
178220004,930193970,Value2,4
154637165,106475032,Value5,19
886978860,846902618,Value3,6
718626570,903214955,Value4,8
16107484,710192227,Value1,6
920976649,323577287,Value6,16
610215896,259592202,Value4,2
333026092,149428234,Value1,20
929305085,50157632,Value1,10
86766336,863574634,Value3,6
979991250,698878750,Value3,18
153748129,594996103,Value2,6
659405387,637971173,Value3,4
32033168,383020371,Value5,11
591358112,425443227,Value6,17
479506065,561455176,Value2,6
945590316,525370008,Value6,14
258532022,302325651,Value2,18
181760750,761346946,Value4,5
187343552,439400066,Value4,9
956559631,841902402,Value1,20
654897494,833490431,Value4,4
786249271,386635425,Value2,18
622225171,945757097,Value4,20
53064326,592143888,Value1,18
470959455,698701025,Value4,8
954293771,322230573,Value3,3
432704897,969962000,Value6,13
571526420,320321808,Value5,6
566760047,266727126,Value5,16
221408497,936334803,Value1,13
620096030,307045054,Value1,20
488704799,121824867,Value1,18
843952008,472667447,Value1,16
534626147,108650700,Value3,2
332844980,895453799,Value3,5
952859017,799753108,Value6,15
217208314,776687583,Value2,12
579443070,803498415,Value3,16
124241442,458447452,Value4,14
680179852,347326960,Value2,4
587060133,794012664,Value2,6
772086448,779271416,Value4,14
624152209,988793293,Value4,8
294058836,234882638,Value2,6
505699584,240263377,Value2,5
987788268,400497050,Value3,6
583911257,421557477,Value3,1
579807789,794583809,Value4,15
572126221,191174320,Value4,3
12144285,162725375,Value4,5
545433797,778930867,Value6,17
636829449,972668418,Value3,18
680300544,511288479,Value1,4
275967000,553476479,Value1,5
413054558,667523253,Value2,13
616135218,909259604,Value6,19
416263273,380481653,Value2,7
58316348,622898588,Value1,7
959854552,16371205,Value2,12
541720095,17817922,Value1,17
616763027,302285054,Value5,19
80063017,654427680,Value5,19
183826581,656864262,Value5,17
436729015,721976843,Value2,19
626164838,195677853,Value1,3
367205733,513061846,Value2,4
918560936,43896141,Value5,8
109225081,249376170,Value5,10
61702494,375211288,Value5,18
992442470,590166708,Value3,5
954599407,511086291,Value3,20
166058588,797970577,Value2,10
351331343,310715432,Value3,15
736133702,952654229,Value6,17
22013896,735712057,Value4,15
942542279,150867761,Value5,8
42230475,744036755,Value2,2
193201403,380428566,Value1,12
417366462,420067742,Value3,16
401777752,161615318,Value4,15
946409913,66872994,Value5,14
510776942,809325822,Value6,5
756659212,60055009,Value5,13
619327058,922985103,Value4,19
240703800,908926990,Value4,10
676000154,430493914,Value2,18
941206488,158487920,Value4,19
27771072,291506745,Value5,8
391719966,128077395,Value3,19
9090287,79213316,Value6,16
605553103,263691196,Value6,7
891327514,570274771,Value4,6
726321449,96138624,Value5,15
751632383,535997305,Value6,14
104687167,55965164,Value4,10
638280116,599888431,Value4,15
273178190,473019997,Value6,10
844081210,79090742,Value3,11
62456674,856294316,Value1,4
975842381,704891544,Value4,19
369556037,677770760,Value1,12
503745710,244590145,Value2,15
463166291,153931817,Value3,4
174040576,106824002,Value6,7
216163880,980672878,Value2,17
776465666,16760310,Value6,19
982197152,13501006,Value2,1
135291638,160913784,Value3,11
280277287,230058435,Value5,6
560911552,69607976,Value4,18
355798013,517231222,Value6,19
548178440,706865478,Value1,1
768643614,59341730,Value5,8
359016875,57005107,Value4,12
325661083,730211837,Value6,8
5819236,290244639,Value4,5
442906378,700028273,Value6,4
277924666,342265508,Value2,13
662049342,535268581,Value4,18
161366709,321822379,Value5,16
80412339,700929320,Value5,7
469819797,307039126,Value2,7
893398339,979944049,Value6,5
65582627,667401101,Value6,14
121978598,540632847,Value2,11
503000439,371884944,Value6,1
47190219,293699807,Value5,12
654047399,824688413,Value4,10
701418288,959549773,Value4,19
218661784,727311381,Value2,2
915991563,942428104,Value1,4
230730197,825214272,Value1,9
